id,year,politicalparty,majortopic,subtopic,sentence text
9622,2004,PSOE,9,900, Es preciso integrar en nuestras relaciones con Iberoamérica una política de inmigración basada en planteamientos integradores y respetuosos
9623,2004,PSOE,9,900, Debemos abordar esta nueva realidad de manera concertada e integral
9624,2004,PSOE,9,900, Es cierto que tendremos que hacerlo en el marco de la Unión Europea en función del progresivo desarrollo de una política europea de emigración pero sin perder por ello de vista la necesidad de encontrar soluciones adecuadas a la situación particular de los colectivos de emigrantes latinoamericanos
9625,2004,PSOE,9,900, La emigración española en Iberoamérica es otra realidad que no debemos desconocer
9626,2004,PSOE,9,900, La reciente reforma del Código Civil ha producido una demanda sustancial de recuperación de la nacionalidad española entre los familiares y descendientes de aquellos españoles que por razones del exilio político o económico tuvieron que instalarse en aquellos países
9627,2004,PSOE,19,1921, La calidad de las relaciones en el seno de la Comunidad Iberoamericana debe tener también su traducción en términos de una acción concertada ante los problemas de la Agenda Global y en particular en favor de la paz y de la seguridad internacional
9628,2004,PSOE,19,1921, A nivel regional mediante la cooperación en la lucha común contra el terrorismo el narcotráfico y otras formas de delincuencia organizada
9629,2004,PSOE,19,1921, A escala mundial participando conjuntamente en las Operaciones de Paz de las Naciones Unidas
9630,2004,PSOE,19,1921, Se dotaría así a la Comunidad Iberoamericana de una nueva dimensión que contribuiría positivamente a la seguridad y a la estabilidad global
9631,2004,PSOE,19,1900,IX UNA RELACIÓN CON EL MUNDO ÁRABE Y MEDITERRÁNEO BASADA EN EL DIÁLOGO Y EN EL RESPETO POR UN ORIENTE PRÓXIMO EN PAZ Y PROSPERIDAD
9632,2004,PSOE,19,1900,Mediterráneo Magreb y Oriente Próximo son también prueba evidente de las consecuencias de la ruptura del consenso en política exterior por parte del Gobierno
9633,2004,PSOE,19,1900, Ello es especialmente grave porque las tres son áreas que afectan a nuestros intereses vitales y en las que España desempeñó un papel de promotor de su integración pacificación y estabilidad
9634,2004,PSOE,19,1900, Es imperativo hacer frente al retroceso y a la pérdida de liderazgo de nuestra política euromediterránea
9635,2004,PSOE,19,1900, Es indispensable y urgente relanzarla y reestructurarla
9636,2004,PSOE,19,1921, La crisis iraquí y el desarrollo de la postguerra pueden convertirse en un semillero de odio y de afán de revancha
9637,2004,PSOE,19,1900, Por ello hemos de esforzarnos para que se supere el resentimiento del Mundo Árabe y se restablezca la confianza entre nuestros pueblos
9638,2004,PSOE,19,1921, Nuestra política de vecindad en el Mediterráneo ha sufrido las vicisitudes de los bandazos impuestos por el gobierno a nuestra política exterior
9639,2004,PSOE,19,1921, En julio de 2002 en el islote de Perejil se produjo la peor crisis de las relaciones hispanomarroquíes desde la transición democrática
9640,2004,PSOE,19,1921, El gobierno del Partido Popular no pudo no supo o no quiso desactivar dicha crisis con los instrumentos diplomáticos bilaterales europeos o euromediterráneos
9641,2004,PSOE,19,1921, En sus relaciones con Marruecos el gobierno del PP ha puesto de manifiesto una notable falta de sensibilidad y de capacidad de entendimiento
9642,2004,PSOE,19,1921, Es cierto que entre Marruecos y España existen visiones diferentes respecto a la solución que las Naciones Unidas están ofreciendo para el contencioso del Sáhara Occidental
9643,2004,PSOE,19,1921, No es menos cierto que existen serias discrepancias comerciales y el drama de la emigración ilegal se ha convertido en un gravísimo problema humanitario
9644,2004,PSOE,19,1921, No son problemas nuevos para nuestra política exterior pero nunca se desbordaron al punto de haber podido producir un conflicto armado
9645,2004,PSOE,19,1921, Queremos contribuir al desarrollo de la Unión del Magreb Árabe y a la revitalización del proceso de integración regional aun sabiendo de las dificultades de este proceso
9646,2004,PSOE,19,1921, España tiene la ventaja como socio europeo de ser parte activa de los Acuerdos de Asociación euromediterráneos y al mismo tiempo dispone de su propia red de Tratados de amistad y de cooperación con Argelia Marruecos y Túnez
9647,2004,PSOE,19,1921, Coadyuvaremos a hacer del Magreb un área de diálogo de cooperación estabilidad de prosperidad y de desarrollo económico y social sostenido
9648,2004,PSOE,19,1921, Pero estos objetivos tropiezan con un gran obstáculo: la cuestión del Sáhara Occidental que interfiere no solo en la política exterior española sino en las propias relaciones de vecindad entre los países del Magreb
9649,2004,PSOE,19,1921, En este sentido nuestra posición como socialistas consiste en apoyar activamente las gestiones y las resoluciones del Consejo de Seguridad tendentes a la solución del conflicto del Sáhara Occidental en el marco de las Naciones Unidas y del derecho internacional
9650,2004,PSOE,19,1921, A tal fin nos comprometemos por contribuir a crear un marco de diálogo que facilite el acercamiento de las posturas enfrentadas favoreciendo la recuperación del dialogo directo entre las autoridades marroquíes y el Frente Polisario
9651,2004,PSOE,16,1619, La participación de España en la guerra y en la ocupación de Irak ha supuesto la expresión mas clara de la ruptura de nuestro modelo de política exterior 
9652,2004,PSOE,16,1619,El transcurso del tiempo ha demostrado no solo que se trataba de una guerra ilegal sino que se fundamentó en una acumulación de falsedades y mentiras deliberadas respecto a los riesgos de unas armas de destrucción masiva que no existían y a las conexiones del régimen iraquí con Al Qaeda que se han demostrado también falsas
9653,2004,PSOE,16,1619, La gestión de la postguerra se esta revelando como un gran fracaso diplomático y militar
9654,2004,PSOE,16,1619, El pretendido objetivo de remodelar el conjunto de la región de Oriente Próximo sobre un Irak liberado prooccidental y fuera de su propio contexto cultural y religioso ha demostrado ser uno de los diseños estratégicos mas extravagantes que hayan producido jamás las relaciones internacionales
9655,2004,PSOE,16,1619, La afirmación de que esta guerra nos llevaría a un mundo más sólido y más seguro y supondría la plataforma definitiva para alcanzar el definitivo acuerdo de paz entre palestinos e israelíes ha resultado dramáticamente inexacta
9656,2004,PSOE,16,1619, Terminada la guerra el mundo es más inseguro; la inestabilidad en la región ha aumentado y el proceso de paz está al borde del colapso
9657,2004,PSOE,16,1619, Las consecuencias políticas del conflicto han sido también devastadoras
9658,2004,PSOE,16,1619, Ha dividido a la Unión Europea ha socavado la credibilidad de las Naciones Unidas ha dañado la relación transatlántica; ha desestabilizado una región vital para la paz y la seguridad internacionales y sobre todo ha abierto una gran brecha en la opinión publica árabe que puede tener graves consecuencias en el futuro
9659,2004,PSOE,19,1921, Recomponer tanto daño es tarea en la que debemos responsabilizarnos todos
9660,2004,PSOE,19,1921, A nadie interesa una desestabilización generalizada de la región de Oriente Próximo y la región del Golfo
9661,2004,PSOE,19,1921, Es necesario que el pueblo iraquí recupere cuanto antes el control sobre su propio país
9662,2004,PSOE,19,1921, Esta tarea solo la podrá conseguir Naciones Unidas con el apoyo de toda la comunidad internacional dotándola de la autoridad política necesaria para organizar el tránsito hacia un nuevo gobierno surgido de unas elecciones libres
9663,2004,PSOE,16,1619, La presencia de las tropas españolas desplegadas en Irak sólo se mantendrá sobre la base del cumplimiento de estos requisitos
9664,2004,PSOE,19,1921, Necesitamos recuperar nuestra política mediterránea
9665,2004,PSOE,19,1921, España debe relanzar el Proceso de Barcelona con fuerza y determinación en el espíritu de integrar a la frontera sur de la Unión Europea el Mediterráneo en un área de paz estabilidad y cooperación demostrando que el diálogo multilateral entre diferentes culturas es la mejor fórmula para resolver los conflictos
9666,2004,PSOE,19,1921, Un gobierno socialista propiciará la convocatoria de una Cumbre de Jefes de Estado y de Gobierno con motivo del X aniversario del Proceso de Barcelona en noviembre de 2005
9667,2004,PSOE,19,1900, Los socialistas abordaremos un compromiso internacional entre la Unión Europea y los Países Mediterráneos para asegurar el control verificación y destrucción de armas de destrucción masiva asociando en este empeño a Naciones Unidas
9668,2004,PSOE,19,1900, Evidentemente un desarme impuesto sólo a los países árabes o islámicos sería un imposible que no se podrá mantener
9669,2004,PSOE,19,1921, España y la UE no pueden permanecer expectantes ante lo que sucede en Oriente Medio
9670,2004,PSOE,19,1921, La Unión Europea debe implicarse mucho más en la mediación en el conflicto mediante la adopción de una posición común firme y decidida y propiciar una mayor intervención y acción directa del Alto Representante para la Política Exterior y de Seguridad Común de la Unión Europea
9671,2004,PSOE,19,1921, Con unas señas de identidad europeístas bien acendradas y en el marco de la posición común adoptada por la Unión un Gobierno socialista tendrá mayores posibilidades de incidir en este conflicto recuperando la respetabilidad y credibilidad que llevaron a España a acoger la Conferencia de Paz en 1991 y que el gobierno del Partido Popular ha echado en buena parte por la borda
9672,2004,PSOE,19,1921, La única solución posible al conflicto palestinoisraelí es la negociación sin condiciones previas de un Acuerdo de paz firme y definitivo basado en la existencia de dos Estados democráticos soberanos y viables que convivan en paz dentro de fronteras seguras y reconocidas tal y como definió la denominada “Hoja de Ruta” impulsada por el Cuarteto
9673,2004,PSOE,19,1921, En la puesta en marcha de este proceso de paz es imprescindible la firme colaboración de la comunidad internacional que no puede perder de vista que en este conflicto se enfrentan un ocupante y un ocupado y que tan sólo el fin de la ocupación acabará con la espiral de violencia
9674,2004,PSOE,19,1921, En particular los integrantes del Cuarteto deben emplearse a fondo para que Israel ponga fin a la ocupación y colonización de los territorios palestinos a los asesinatos selectivos y a la construcción del llamado muro de seguridad; y para que la Autoridad Nacional Palestina cumpla sus compromisos de eliminar completa e incondicionalmente todas las formas de violencia y regresar al diálogo político como única vía para conseguir la paz dirigiendo esfuerzos concretos y visibles contra las organizaciones terroristas completando las reformas anunciadas y realizando cuanto antes unas elecciones libres y transparentes
9675,2004,PSOE,19,1921, Iniciativas de movimientos que luchan por la paz en ambas comunidades como el denominado “Acuerdo de Ginebra” alcanzado por un grupo de políticos e intelectuales israelíes y palestinos abren un horizonte de esperanza en la solución del conflicto
9676,2004,PSOE,19,1900,X REFORZAR LA PRESENCIA ESPAÑOLA EN ÁFRICA ASIA Y EL PACÍFICO
9677,2004,PSOE,19,1901,En el África Subsahariana el gobierno se ha despreocupado del drama de la pobreza de la enfermedad de los desplazamientos humanos y de la guerra; por eso es un espacio geográfico donde las políticas de condonación y cooperación deben aplicarse con carácter urgente y prioritario; es allí donde la proliferación de armas sobre todo de armas cortas está causando estragos
9678,2004,PSOE,19,1921, Formularemos una política global para el África Subsahariana al objeto de fortalecer las relaciones bilaterales con los distintos países y áreas que son prioritarios en este continente en el marco de una acción concertada con la Unión Europea
9679,2004,PSOE,19,1921, Se tendrán en cuenta en este contexto los principios y objetivos definidos por los propios africanos dentro de las iniciativas de la Nueva Asociación para el Desarrollo de África NEPAD
9680,2004,PSOE,18,1800, En los últimos años Asia y el Pacífico se han convertido en uno de los primeros socios económicos y comerciales de la Unión Europea y también en uno de sus principales interlocutores políticos
9681,2004,PSOE,999,999, No sucede lo mismo en lo que respecta a España
9682,2004,PSOE,19,1921, Asia sigue siendo una gran desconocida lo que se traduce en su alejamiento de las preocupaciones y urgencias tradicionales de nuestra política exterior
9683,2004,PSOE,18,1806, En el plano económico el aumento de nuestros déficits comerciales con las principales economías asiáticas pone también de manifiesto la insuficiencia de los instrumentos de promoción del comercio exterior arbitrados por los gobiernos del Partido Popular
9684,2004,PSOE,19,1921, En las relaciones con esta región debemos definir prioridades y poner los medios adecuados para la consecución de unos objetivos razonables
9685,2004,PSOE,19,1921, Debemos sacar también el mayor partido de nuestra condición de miembro de la Unión Europea para potenciar junto a nuestra propia actuación la dimensión asiática de la política exterior
9686,2004,PSOE,19,1921, Por otra parte se impone una correcta definición de prioridades una adecuada asignación de recursos un impulso real de nuestra proyección cultural y mediática en la región y el fomento de la participación en esta tarea de la sociedad civil
9687,2004,PSOE,19,1929,XI UN SERVICIO EXTERIOR PARA EL SIGLO XXI
9688,2004,PSOE,19,1929,El Servicio Exterior de España no está preparado para responder a los retos del siglo que comienza
9689,2004,PSOE,19,1929, Dos legislaturas del Partido Popular lo han paralizado
9690,2004,PSOE,19,1929, Han fragmentado el principio de unidad de acción en el exterior básico en un Ministerio de Asuntos Exteriores han desmotivado profundamente a su personal y no lo han dotado de los imprescindibles recursos humanos y materiales para adecuarlo a los tiempos presentes
9691,2004,PSOE,19,1929, La magnitud de las relaciones exteriores de España no se compadece con la raquítica capacidad de nuestro servicio exterior en comparación con la de otros países europeos
9692,2004,PSOE,19,1929, Un Gobierno socialista reformará y modernizará el Servicio Exterior español
9693,2004,PSOE,19,1929, Propondremos un Plan Integral que aportará al Servicio Exterior un marco de gestión moderno y profesional anclado en el ordenamiento jurídico español y adecuado a las nuevas circunstancias que sirva a los intereses nacionales de España y adecue nuestras ambiciones en política exterior con los medios humanos y materiales necesarios para poder desarrollarlas
9694,2004,PSOE,9,900,XII CIUDADANOS ESPAÑOLES EN EL MUNDO
9695,2004,PSOE,9,900,España que ha venido siendo tradicionalmente tierra de emigrantes se ha convertido en los últimos años en país receptor de inmigración
9696,2004,PSOE,9,900, Sin embargo todavía hoy un buen número de ciudadanos españoles más de un millón y medio residen en el exterior
9697,2004,PSOE,9,900, Es necesario garantizarles el ejercicio efectivo de sus derechos de ciudadanía fuera de nuestras fronteras mediante una legislación específica
9698,2004,PSOE,9,900, Para el PSOE atender y mejorar la situación de los ciudadanos españoles que residen en otros países se constituye en una de las prioridades políticas para los próximos años
9699,2004,PSOE,9,900, Nuestra apuesta es dar paso a una Política de Emigración con mayúsculas; al desarrollo de una estrategia de Gobierno coordinada e integral
9700,2004,PSOE,9,900, Ha llegado el momento de establecer un marco legal propio para el emigrante mediante la aprobación del Estatuto de los ciudadanos españoles en el mundo que de un lado sistematice los derechos y garantías específicamente aplicables a los emigrantes y de otro establezca las obligaciones que corresponden a los poderes públicos para hacerlos efectivos
9701,2004,PSOE,9,900,Reforma de la Nacionalidad
9702,2004,PSOE,9,900,Impulsaremos una nueva reforma que amplíe el acceso a la nacionalidad en términos realistas y viables destierre obstáculos anacrónicos y requisitos temporales innecesarios para su adquisición y recuperación y corrija la persistencia de agravios para situaciones que son equiparables
9703,2004,PSOE,9,900, Los descendientes de españoles de origen hasta segundo grado tendrán derecho preferente a adquirir la nacionalidad española sin discriminación respecto a los nacidos en España
9704,2004,PSOE,9,900,Promover la participación y representación de los emigrantes
9705,2004,PSOE,9,900,Promoveremos una reforma electoral consensuada con el conjunto de las fuerzas parlamentarias que de un lado garantice el derecho a voto directo por los españoles en urnas instaladas en Embajadas Consulados y Centros españoles y de otro mejore el procedimiento del voto por correo para que cada voto que se emita acabe por ser efectivamente escrutado evitándose cualquier riesgo de fraude
9706,2004,PSOE,9,900,Reforzaremos la representación de los españoles en el exterior mediante la reforma del marco normativo para la realización de los procesos de elección de los Consejos de Residentes Españoles la dotación presupuestaria adecuada para su funcionamiento y el desarrollo de los procesos electorales así como el fortalecimiento del papel institucional del Consejo General de la Emigración
9707,2004,PSOE,9,900,Promoveremos medidas que permitan a los españoles embarcados en flota de altura y gran altura en la Marina Mercante y en otros colectivos de similar situación el ejercicio de su derecho al voto
9708,2004,PSOE,9,900,Garantizaremos la participación de los residentes españoles en el exterior como electores y elegibles en los procesos electorales y especialmente en el Parlamento Europeo
9709,2004,PSOE,9,900,Derecho al retorno
9710,2004,PSOE,9,900,El PSOE entiende que es una obligación de los poderes públicos impulsar una política activa de apoyo al retorno de aquellos ciudadanos que deseen regresar a su país y para ello:
9711,2004,PSOE,9,900,Constituiremos la Oficina Española del Retorno que funcionará como Ventanilla Única facilitando al emigrante toda la información relevante y asesorándole en los trámites necesarios para su regreso
9712,2004,PSOE,9,900, Los Consulados y Consejerías Laborales desempeñarán un activo papel en la tarea de facilitar el retorno ofreciendo información y prestando apoyo y asesoramiento al emigrante
9713,2004,PSOE,5,529,Pondremos en marcha un Plan de Promoción de Empleo e Incorporación Laboral de los Emigrantes que promueva su inserción en el mercado español de trabajo
9714,2004,PSOE,9,900,En aras a facilitar la integración de los emigrantes retornados y de sus familias promoveremos las reformas que fuesen necesarias para simplificar los trámites que permitan el reconocimiento y la homologación de titulaciones académicas y profesionales y la homologación de los permisos de conducción
9715,2004,PSOE,9,900,El Estado de bienestar: sanidad y pensiones
9716,2004,PSOE,9,900,Para los socialistas el Estado de bienestar no puede detenerse en las fronteras de nuestro territorio sino que ha de alcanzar a cualquier ciudadano que resida en el extranjero y que hoy precise de un apoyo por parte de los poderes públicos
9717,2004,PSOE,9,900,Extenderemos la cobertura sanitaria para todos los españoles que la precisen mediante convenios con entidades públicas o privadas y en coordinación con las Comunidades Autónomas
9718,2004,PSOE,9,900, Extenderemos las pensiones para los emigrantes mayores de 65 años que carezcan de recursos actualizando las condiciones para el acceso a las mismas
9719,2004,PSOE,9,900, Asimismo procederemos a reconocer los derechos de aquellos españoles que no pueden acreditar por no haberse cotizado por ellos pese a haber trabajado en España los periodos suficientes de cotización para tener derecho a una pensión del SOVI considerando los periodos cotizados y el nivel de ingresos
9720,2004,PSOE,9,900,Promoveremos la mejora de la calidad de vida de los emigrantes mayores mediante acuerdos con entidades e instituciones de los países donde residan centros de día residencias etc  así como con la puesta en marcha de un programa de regreso y acogida para mayores en situación de necesidad
9721,2004,PSOE,9,900, Ampliaremos la protección para las personas con discapacidad residentes en el exterior promoviendo su autonomía personal y su integración
9722,2004,PSOE,9,900, El Estado facilitará la repatriación de españoles residentes en el exterior en situación de emergencia social y en colaboración con las Comunidades Autónomas ofertará plazas en Residencias
9723,2004,PSOE,9,900,Lenguas y Cultura: valores a preservar
9724,2004,PSOE,9,900,En el terreno de la educación haremos efectivo el derecho bien a distancia o mediante convenios de colaboración de una enseñanza gratuita de calidad en el caso de que no fuese facilitada por las instituciones competentes de los países de residencia
9725,2004,PSOE,9,900,En el ámbito de la cultura removeremos restricciones y dotaremos recursos para llevar las clases de lengua y cultura allí donde residan ciudadanos españoles
9726,2004,PSOE,9,900, En colaboración con las Comunidades Autónomas se promoverá la enseñanza y la difusión de las lenguas oficiales y culturas del Estado
9727,2004,PSOE,9,900, Promoveremos los programas de intercambio universitario y de desarrollo de la investigación mediante ayudas posdoctorales
9728,2004,PSOE,9,900, Potenciaremos las secciones internacionales enseñanza del nivel secundario en los países en los que ya estén arraigadas
9729,2004,PSOE,9,900, Prestaremos apoyo a los centros españoles en el exterior especialmente a aquellos que ofrecen servicios de carácter asistencial sanitario cultural y educativo al conjunto de la colectividad donde se asientan
9730,2004,PSOE,9,900,En lo que respecta a los medios públicos de comunicación garantizaremos el derecho que asiste a los ciudadanos que residen en el exterior a recibir una información independiente y veraz y promoveremos que sus programaciones atiendan a criterios tanto de entretenimiento como de difusión cultural y formativa
9731,2004,PSOE,9,900,Para fomentar las relaciones entre los residentes en el exterior y como instrumento para difundir su realidad y sus demandas mediante la incorporación de las nuevas tecnologías e integrando otras iniciativas ya existentes crearemos el Portal de la Emigración
9732,2004,PSOE,999,999,La democracia de los ciudadanos y ciudadanas
9733,2004,PSOE,999,999, La España plural
9734,2004,PSOE,999,999, La España constitucional
9735,2004,PSOE,999,999,INTRODUCCIÓN
9736,2004,PSOE,20,999,El Gobierno de la derecha ha deteriorado la calidad de la democracia
9737,2004,PSOE,20,999, Hoy es urgente ponerla al día revitalizarla y oxigenarla
9738,2004,PSOE,20,999, Sin un sistema democrático renovado España no estará en condiciones de participar en el núcleo principal de los grandes países europeos y de las instituciones de la Unión
9739,2004,PSOE,20,999, Sin una democracia participativa y un Gobierno responsable y abierto el Estado español no tendrá la solidez ni la integración suficiente de todos sus elementos para cohesionar la sociedad y la política plural
9740,2004,PSOE,20,999, Sin un Estado fuerte e incluyente y sin una cultura de lo público de la preeminencia del interés general no se podrá construir ni garantizar la ciudadanía de derechos sociales y medioambientales que la democracia del siglo XXI tiene el deber de exigir y consolidar
9741,2004,PSOE,20,999, La democracia implica aceptación del pluralismo y de la diversidad; tolerancia y diálogo; autonomía de la política y respeto y responsabilidad institucional
9742,2004,PSOE,20,999, Sin embargo los españoles hemos padecido un Gobierno que ha puesto la política al servicio de intereses personales partidarios o grupales; que ha colonizado las mayores empresas y la mayoría de los medios de comunicación y que se ha dejado colonizar a su vez por ellos; que ha ocupado las instituciones estratégicas de la sociedad civil en una interpenetración entre intereses políticos y económicos; que ha roto consensos largamente establecidos; que ha maltratado el funcionamiento del Parlamento y de la Justicia; que se ha empeñado en obtener rentabilidad política electoral de su deber de evitar la desintegración territorial y que dictamina unilateralmente cuál debe ser el fundamento y hasta el último matiz de la identidad nacional de España
9743,2004,PSOE,20,999, La recuperación de los valores que inspiraron la elaboración de la Constitución y la construcción de todo nuestro sistema político resulta pues un proyecto político imprescindible para el inmediato futuro
9744,2004,PSOE,999,999, A ese objeto el PSOE propone una alternativa democrática para la España plural organizada en cinco ideas fuerza para orientar la acción de gobierno en los próximos años:
9745,2004,PSOE,2,206, Una democracia participativa
9746,2004,PSOE,20,2000, Un Gobierno responsable ante la sociedad y ante el Parlamento
9747,2004,PSOE,20,2002, Una información libre y plural y una acción pública transparente
9748,2004,PSOE,12,1200, Un Estado que garantice justicia rápida y efectiva seguridad pública en la que confiar y acceso igual a servicios públicos de calidad
9749,2004,PSOE,20,2001, Un Estado que respete las identidades plurales y que potencie a Comunidades Autónomas y Ayuntamientos como sujetos políticos cooperadores en la democracia española y europea
9750,2004,PSOE,2,206,I UNA DEMOCRACIA PARTICIPATIVA
9751,2004,PSOE,2,206,La participación social: la ley básica de participación institucional
9752,2004,PSOE,2,206,El verdadero cambio sólo se produce con la participación de todos porque el verdadero cambio afecta a todos
9753,2004,PSOE,2,206, Ahora se trata de renovar el compromiso cívico con la democracia
9754,2004,PSOE,2,206, Queremos articular un Nuevo Acuerdo Social por la Participación Ciudadana a través del cual el PSOE adquiere el compromiso ineludible de convertir el Estado en una entidad abierta a toda la ciudadanía
9755,2004,PSOE,2,206, La ciudadanía necesita de instrumentos y motivación para participar
9756,2004,PSOE,2,206, Sólo abriendo las instituciones podemos generar una participación eficaz sólo así podremos conseguir que la ciudadanía confíe en nuestra acción de Gobierno y colabore con nosotros en ella
9757,2004,PSOE,2,206, Haremos de la participación ciudadana la norma de actuación de los poderes públicos
9758,2004,PSOE,999,999,En este sentido   
9759,2004,PSOE,13,1305,Ø                   Presentaremos una Ley Básica de Participación Institucional que aglutine la normativa dispersa que profundice en el reconocimiento del derecho a la participación de las organizaciones sociales 
9760,2004,PSOE,5,505,y que eleve el rango de algunas disposiciones reglamentarias para que se atribuyan mayores competencias a los agentes sociales y en particular a los sindicatos
9761,2004,PSOE,13,1305,Ø                   Incorporaremos a todo proyecto normativo con carácter obligatorio una memoria participativa en la que se recojan las aportaciones de las entidades sociales afectadas
9762,2004,PSOE,6,600,Ø                   Recogeremos en los diseños curriculares de todos los niveles educativos contenidos obligatorios que recojan los valores democráticos y que hagan sentir la necesidad de la participación a todos los grupos de edad
9763,2004,PSOE,6,602,Ø                      Reactivaremos las instituciones participativas dentro de la escuela especialmente en lo que afecta a los Consejos Escolares y al asociacionismo estudiantil
9764,2004,PSOE,20,2002,Ø                   Aumentaremos las vías de participación de la ciudadanía aprovechando las ventajas tecnológicas existentes para recuperar la confianza de la ciudadanía en el sistema democrático
9765,2004,PSOE,20,2002,Ø                      Llevaremos a término el proyecto de Administración abierta de forma transparente y en red situando a los Ayuntamientos y a la ciudadanía como eje vertebrador del proyecto
9766,2004,PSOE,17,1707,Ø                   Desarrollaremos el derecho de acceso a los medios de Comunicación de titularidad pública por parte de las organizaciones sociales
9767,2004,PSOE,13,1305,Ø                   Aprobaremos un Plan Estratégico de Fomento de la Participación en colaboración con la sociedad civil
9768,2004,PSOE,2,200,Derechos civiles
9769,2004,PSOE,2,200,En el ejercicio de su libertad un número creciente de ciudadanos viene organizando su vida personal y familiar conforme a fórmulas y con aspiraciones que merecen reconocimiento jurídico y protección suficiente para asegurar la igualdad entre todos los españoles que la Constitución garantiza
9770,2004,PSOE,2,202,Derecho al matrimonio civil: Modificaremos el Código Civil a fin de posibilitar el matrimonio entre personas del mismo sexo y el ejercicio de cuantos derechos conlleva en igualdad de condiciones con otras formas de matrimonio para asegurar la plena equiparación legal y social de lesbianas y gays
9771,2004,PSOE,2,202,Derecho a la identidad sexual: Regularemos mediante un procedimiento que establezca las garantías necesarias el derecho de los transexuales a la rectificación registral del sexo
9772,2004,PSOE,2,202, El diagnóstico de la transexualidad y su tratamiento médico y quirúrgico se incorporarán al catálogo de prestaciones del Sistema Nacional de Salud
9773,2004,PSOE,13,1308,Derechos de las parejas de hecho: Presentaremos una regulación que sirva de marco legal a las parejas que quieran formalizar su convivencia por la vía del Registro de Parejas de Hecho
9774,2004,PSOE,5,599, Reformaremos la Ley General de la Seguridad Social para incorporar el reconocimiento del derecho a prestaciones a favor de los miembros de las parejas de hecho registradas
9775,2004,PSOE,13,1308,Separación y divorcio: Agilizaremos los procesos de separación y divorcio suprimiendo el divorcio causal y permitiendo el acceso directo al divorcio sin necesidad de previa separación garantizando en todo momento los derechos fundamentales especialmente el derecho a vivir sin violencia en el ámbito familiar
9776,2004,PSOE,2,208,Eutanasia: Promoveremos la creación de una Comisión en el Congreso de los Diputados que permita debatir sobre el derecho a la eutanasia y a una muerte digna los aspectos relativos a su despenalización el derecho a recibir cuidados paliativos y el desarrollo de tratamientos de dolor
9777,2004,PSOE,2,208,Derecho a la intimidad: Revisaremos la legalidad hoy vigente para incrementar la protección del derecho al honor a la intimidad personal y a la propia imagen en especial en lo referido a la protección de los menores
9778,2004,PSOE,2,206,Reforma Electoral: acercar los representantes a los representados
9779,2004,PSOE,2,206, En una democracia moderna no es suficiente que los gobernados estén representados
9780,2004,PSOE,2,206, La proximidad y conexión entre representados y representantes entre elegidos y electores constituye un elemento primordial en la legitimidad del sistema político y en consecuencia en la eficacia social del mismo
9781,2004,PSOE,20,2012, Toda reforma electoral requiere el máximo consenso; por ello el PSOE abrirá un debate con la sociedad y con los demás grupos parlamentarios sobre la mejora del actual sistema electoral al menos en:
9782,2004,PSOE,20,2012,Desbloqueo de las listas electorales reconociendo al elector la facultad de expresar una o varias preferencias entre los candidatos de la lista elegida
9783,2004,PSOE,20,2012,Debates en los medios de comunicación para ayudar a los electores a tomar su decisión y reducir el gasto electoral
9784,2004,PSOE,20,2012, Los debates entre los principales candidatos a las elecciones generales y europeas deberán emitirse en tiempo de máxima audiencia con carácter obligatorio en los medios de comunicación audiovisuales de carácter público y con carácter optativo en los de titularidad privada
9785,2004,PSOE,20,2012, En todo caso se respetarán los criterios de pluralidad y proporcionalidad
9786,2004,PSOE,20,2012,Regulación legal de la publicidad institucional especialmente la destinada a dar a conocer los logros o los proyectos de los poderes públicos que será prohibida durante los periodos electorales con el fin de garantizar el principio de neutralidad de los poderes públicos
9787,2004,PSOE,20,2012,Elección directa de los Alcaldes en votación diferente pero simultánea a la de los concejales en un sistema de doble vuelta que refuerce la gobernabilidad de los Ayuntamientos y en el que se reconozca el derecho de sufragio a todos los que residan legalmente en España
9788,2004,PSOE,20,2012,Paridad de sexos en la composición de las listas electorales
9789,2004,PSOE,20,2011, Partidos políticos de los ciudadanos
9790,2004,PSOE,20,2011, Los partidos políticos son esenciales para la democracia; por ello su relegitimación la de todos ellos es fundamental para el adecuado funcionamiento de ésta
9791,2004,PSOE,20,2011, Cualquier propuesta de reforma de la política debe empezar por los propios partidos haciéndolos atractivos para el compromiso y la participación
9792,2004,PSOE,20,2011, Su organización interna sus procedimientos de actuación y toma de decisiones y sus fórmulas de financiación son sin duda los aspectos que más inciden en el alejamiento de los ciudadanos de estos instrumentos esenciales de participación política
9793,2004,PSOE,20,2011, Por ello impulsará el consenso necesario para abordar la modificación de la legislación sobre Partidos Políticos para que con carácter general
9794,2004,PSOE,20,2011,Ø                   Se regulen los derechos y deberes de los afiliados la designación de los órganos internos de dirección la elaboración de las candidaturas a los cargos públicos representativos y las garantías de los procesos internos
9795,2004,PSOE,20,2011,Ø                   Se prevea que la Comisión de Garantías y Control u organismo análogo en cada partido deberá emitir con carácter previo a la aprobación de las listas electorales un informe sobre la idoneidad de los candidatos y sobre la atención a los principios de mérito y capacidad en su selección
9796,2004,PSOE,20,2011,Ø                   Se establezca la prohibición absoluta de que los electos puedan decidir en asuntos de interés público en los que tengan directa o indirectamente intereses privados
