"doc_id","text","before","after","number","document_type","elec_period","date","title","pattern","id"
"text227.45","Januar 2013 um 0,1 Beitragssatzpunkte führt im Jahr 2013 zu Mehreinnahmen von rund 1,14 Mrd.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7846
"text227.46","Euro in der sozialen Pflegeversicherung. 2014 ergeben sich Mehreinnahmen von rund 1,18 Mrd.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7847
"text227.47","Euro und 2015 Mehreinnahmen von rund 1,22 Mrd.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7848
"text227.49","Im Jahr 2012 entstehen Mehrausgaben von rund 50 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7850
"text227.50","Euro durch die gleichzeitige Gewährung von hälftigem Pflegegeld bei Kurzzeitbeziehungsweise Verhinderungspflege, die zusätzlichen Leistungen für Pflegebedürftige in ambulant betreuten Wohngruppen, die Ermöglichung einer gleichzeitigen Kurzzeitpflege für den Pflegebedürftigen in der Nähe des pflegenden Angehörigen während der Dauer der Rehabilitationsmaßnahme, die Bereitstellung von Finanzmitteln für Selbsthilfegruppen, die Addition von Pflegezeiten bei der Zahlung von Rentenversicherungsbeiträgen für Pflegepersonen sowie die Abschaffung der Eigenbeteiligung bei Maßnahmen zur Wohnumfeldverbesserung.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7851
"text227.51","Im Jahr 2013 ergeben sich Mehrausgaben von rund 0,98 Mrd.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7852
"text227.52","Euro infolge der zum Jahresanfang einsetzenden Gewährung von zusätzlichen Leistungen für Menschen mit erheblich eingeschränkter Alltagskompetenz, der Möglichkeit der Inanspruchnahme von Betreuungsleistungen im Rahmen der Übergangsregelung zur häuslichen Betreuung und der Erstreckung der Regelung für die zusätzlichen Betreuungskräfte auf Einrichtungen der teilstationären Pflege.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7853
"text227.53","Bis 2015 steigen die jährlichen Mehrausgaben auf circa 1,28 Mrd.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7854
"text227.55","Mit der Anhebung des Beitragssatzes um 0,1 Beitragssatzpunkte können die Leistungsverbesserungen bis Ende 2015 finanziert werden.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7856
"text227.57","Gesetzliche Krankenversicherung Die gesetzliche Klarstellung zur Inanspruchnahme von Vorsorgeund Rehabilitationsmaßnahmen für pflegende Angehörige führt in der gesetzlichen Krankenversicherung im Jahr 2012 zu Mehrausgaben in Höhe von rund 10 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7858
"text227.59","Steigt die Zahl der pflegenden Angehörigen, die Rehabilitationsmaßnahmen in Anspruch nehmen, so werden die Mehrausgaben im Laufe der Jahre steigen.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7860
"text227.60","Den Mehrausgaben stehen Minderausgaben aufgrund der verbesserten gesundheitlichen Situation der pflegenden Angehörigen gegenüber.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7861
"text227.61","Steigt im Zuge der verbesserten Information der Pflegebedürftigen über Rehabilitationsmaßnahmen die Zahl der Pflegebedürftigen, die an Rehabilitationsmaßnahmen teilnehmen, werden die entstehenden Kosten durch Rehabilitationserfolge in der Zukunft in etwa kompensiert.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7862
"text227.62","Durch Förderzuschläge für Ärzte, insbesondere für kontinuierliche vertragsärztliche „Besuche“ der Pflegeheimbewohner, entstehen den gesetzlichen Krankenkassen geschätzte jährliche Mehraufwendungen von insgesamt rund 77 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7863
"text227.64","Dem stehen höhere Einsparungen durch verringerte Kosten infolge vermeidbarer Krankenhauseinweisungen in einer geschätzten Größenordnung von 120 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7865
"text227.65","Euro gegenüber.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7866
"text227.66","Durch zusätzliche Vergütungen für das Aufsuchen von Pflegebedürftigen in stationären Einrichtungen durch Vertragszahnärzte sowie für die Ausweitung des Personenkreises der aufsuchenden zahnärztlichen Versorgung auf Menschen mit erheblich eingeschränkter Alltagskompetenz ergeben sich für die gesetzliche Krankenversicherung jährliche Mehrausgaben in Höhe von circa 3,5 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7867
"text227.67","Euro, denen nicht bezifferbare Einsparungen durch eine Verbesserung der Mundgesundheit, die Stärkung der Prophylaxe und Zahnerhaltung sowie die Vermeidung von Komplikationen bei pflegebedürftigen Menschen gegenüberstehen.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7868
"text227.69","Arbeitslosenversicherung Für die Bundesagentur für Arbeit entstehen durch die Beitragssatzerhöhung Mehrausgaben von rund 16 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7870
"text227.70","Euro jährlich.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7871
"text227.72","Erfüllungsaufwand Für Bürgerinnen und Bürger entstehen ein einmaliger Erfüllungsaufwand in Höhe von rund 6 400 Stunden und rund 20 000 Euro sowie ein jährlicher Erfüllungsaufwand von rund 5 000 Stunden und rund 16 000 Euro.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7873
"text227.73","Dem steht eine jährliche Entlastung von rund 5 800 Stunden und rund 109 000 Euro gegenüber.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7874
"text227.74","Für die Verwaltung entstehen durch die Änderung bestehender Vorgaben einmalige Belastungen in Höhe von rund 1,4 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7875
"text227.75","Euro sowie jährliche Belastungen in Höhe von rund 445 000 Euro.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7876
"text227.76","Durch neue Vorgaben entstehen einmalige Belastungen in Höhe von rund 4 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7877
"text227.77","Euro sowie jährliche Belastungen in Höhe von rund 15,3 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7878
"text227.78","Euro, wobei ein jährlicher Erfüllungsaufwand in Höhe von rund 210 000 Euro nur für drei Jahre anfallen wird.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7879
"text227.79","Durch die Streichung einer Vorgabe reduziert sich der Erfüllungsaufwand um rund 372 000 Euro jährlich.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7880
"text227.80","Für die Wirtschaft entstehen durch die Änderung bestehender Vorgaben einmalige Belastungen in Höhe von rund 377 000 Euro sowie jährliche Belastungen in Höhe von rund 3,6 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7881
"text227.82","Durch neue Vorgaben entstehen einmalige Belastungen in Höhe von rund 2 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7883
"text227.83","Euro sowie jährliche Belastungen in Höhe von rund 1 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7884
"text227.85","Durch die Streichung einer Vorgabe reduziert sich der Erfüllungsaufwand um rund 24 000 Euro jährlich.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7886
"text227.86","Es werden drei Informationspflichten eingeführt (§ 7b Absatz 4, § 114 Absatz 1, § 120 Absatz 3), die insgesamt zu einer Belastung in Höhe von rund 4 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7887
"text227.87","Euro führen (im Erfüllungsaufwand enthalten).","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7888
"text227.88","F. Weitere Kosten Für die private Pflege-Pflichtversicherung ergeben sich aus den auch für sie geltenden leistungsrechtlichen Änderungen im Jahr 2012 Mehraufwendungen von rund 2,5 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7889
"text227.89","Euro und für das Jahr 2013 von rund 30 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7890
"text227.91","In den Folgejahren steigen die Mehrausgaben proportional zur Entwicklung der Mehrausgaben der sozialen Pflegeversicherung.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7892
"text227.92","Die Mehrbelastung der Arbeitgeber aufgrund der Anhebung des Beitragssatzes beträgt etwa 325 Mio.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7893
"text227.93","Euro im Jahr 2013 und verändert sich anschließend entsprechend der Lohnund Beschäftigungsentwicklung.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7894
"text227.94","Auswirkungen auf das Verbraucherpreisniveau werden nicht erwartet.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7895
"text227.95","Die Beratung richtet sich nach den §§ 7 und 7a.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7896
"text227.96","Auf g) Nach der Angabe zu § 117 wird folgende Angabe eingefügt: (2) Die Pflegekasse hat sicherzustellen, dass die Beratungsstellen die Anforderungen an die Beratung nach den §§ 7 und 7a einhalten.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7897
"text227.97","Die Pflegekasse schließt fahren zur Feststellung der Pflegebedürftigkeit“. f) Nach der Angabe zu § 97c wird folgende Angabe eingefügt: „§ 97d Begutachtung durch unabhängige Gutachter“.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7898
"text227.98","Wunsch des Versicherten hat die Beratung in der häuslichen Umgebung stattzufinden und kann auch nach Ablauf der in Satz 1 genannten Frist durchgeführt werden; über diese Möglichkeiten hat ihn die Pflegekasse aufzuklären.","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7899
"text227.99","Anlage 1","text320","1","17/9369","Gesetzentwurf","17",2012-04-23,NA,"Entwurf eines Gesetz",7900
"text228.2","Problem und Ziel Nachdem der Europäische Gerichtshof (EuGH) die im Zweiten Buch Sozialgesetzbuch (SGB II) geregelten Leistungsausschlüsse von Unionsbürgerinnen und Unionsbürgern als europarechtskonform bestätigt hat*), ergingen seit dem 3.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7902
"text228.3","Dezember 2015 mehrere Entscheidungen des Bundessozialgerichts (BSG) zu Ansprüchen von Unionsbürgerinnen und Unionsbürgern auf Sicherung ihres Existenzminimums.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7903
"text228.4","Das BSG hat entschieden, dass Unionsbürgerinnen und Unionsbürger, deren Aufenthaltsrecht sich allein aus dem Zweck der Arbeitsuche ergibt oder die über kein Aufenthaltsrecht verfügen, im SGB II und im Zwölften Buch Sozialgesetzbuch (SGB XII) von einem Anspruch auf Leistungen ausgeschlossen sind.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7904
"text228.5","Das BSG hat jedoch auch entschieden, dass nichterwerbstätige ehemalige Arbeitnehmerinnen und Arbeitnehmer, die die elterliche Sorge für Schülerinnen und Schüler während deren fortdauernder Ausbildung ausüben, unabhängig von einem Freizügigkeitsrecht nicht von den Leistungsausschlüssen des SGB II erfasst sind.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7905
"text228.6","Das BSG hat den Betroffenen außerdem unabhängig davon, zu welcher der im SGB II ausgeschlossenen Gruppen sie gehören, Leistungen nach dem SGB XII im Ermessenswege zugesprochen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7906
"text228.7","Bei einem verfestigten Aufenthalt, den das BSG im Regelfall nach sechs Monaten annimmt, soll das Ermessen jedoch auf null reduziert sein, so dass für die Betroffenen so gut wie immer ein Anspruch besteht.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7907
"text228.8","Die Entscheidungen des BSG haben zu Mehrbelastungen bei den für die Leistungen zuständigen Kommunen geführt.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7908
"text228.9","*) Urteil „Dano“ vom 11.11.2014 (C-333/13); Urteil „Alimanovic“ vom 15.09.2015 (C-67/15); Urteil „Garcia-Nieto“ vom 25.02.2016 (C-299/14).","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7909
"text228.11","Lösung Die Leistungsausschlüsse im SGB II werden ergänzt und es wird klargestellt, dass Personen ohne materielles Aufenthaltsrecht aus dem Freizügigkeitsgesetz/EU ebenso wie Personen, die sich mit einem Aufenthaltsrecht allein zur Arbeitsuche in Deutschland aufhalten, sowie Personen, die ihr Aufenthaltsrecht nur aus Artikel 10 der Verordnung (EU) Nr. 492/2011 ableiten, von den Leistungen nach dem SGB II ausgeschlossen sind.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7911
"text228.12","Für Personen, die als Arbeitnehmer, Selbständige oder aufgrund des § 2 Absatz 3 des Freizügigkeitsgesetzes/EU freizügigkeitsberechtigt sind, und ihre Familienangehörigen, erfolgt keine Änderung, sie sind weiterhin (ergänzend) leistungsberechtigt.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7912
"text228.13","Im SGB XII werden die Leistungsausschlüsse denjenigen im SGB II angepasst.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7913
"text228.14","Daneben wird im SGB XII ein Anspruch für einen Zeitraum von einem Monat geschaffen, mit der Möglichkeit, darlehensweise die Kosten für ein Rückfahrticket zu übernehmen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7914
"text228.15","Außerdem wird im SGB II und im SGB XII ein Leistungsanspruch nach eingetretener Verfestigung des Aufenthaltes geschaffen, die nach fünf Jahren Aufenthalt in Deutschland angenommen wird.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7915
"text228.16","Diese Leistungen erfolgen dabei über die unionsrechtlichen Vorgaben hinaus.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7916
"text228.18","Alternativen Keine.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7918
"text228.20","Haushaltsausgaben ohne Erfüllungsaufwand Es ist davon auszugehen, dass die Regelung des Leistungsausschlusses im SGB XII eine Lenkungswirkung entfalten wird.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7920
"text228.21","Folglich werden voraussichtlich – frühestens fünf Jahre nach Inkrafttreten des Gesetzes – nur für eine geringe, nicht quantifizierbare Anzahl an Personen Ansprüche im SGB II entstehen, sodass nicht mit nennenswerten Mehrausgaben zu rechnen ist.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7921
"text228.22","Die Anzahl der Personen, die bereits mit Inkrafttreten der Regelung die Anspruchsvoraussetzungen (fünf Jahre Aufenthalt seit Meldung bei der zuständigen Meldebehörde) erfüllen, dürfte sehr gering sein, so dass hierdurch ebenfalls keine nennenswerten Mehrausgaben zu erwarten sind.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7922
"text228.23","1.000 zusätzliche Leistungsberechtigte würden im SGB II zu 7,5 Millionen Euro jährlichen Mehrausgaben führen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7923
"text228.24","Hiervon entfielen 3/4 auf den Bund und 1/4 auf die Kommunen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7924
"text228.25","Im Bereich des SGB XII führt das Gesetz zu Minderausgaben für Länder und Kommunen, da die Dauer des Leistungsbezugs vermindert und die Höhe der Leistungen vor der Ausreise eingeschränkt wird.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7925
"text228.26","Die Höhe der Minderausgaben kann nicht quantifiziert werden, da sie davon abhängt, in welchem Umfang die zuständigen Behörden von der Möglichkeit der eingeschränkten Leistungen Gebrauch machen und wie die ausländischen Personen auf die geänderte Gesetzeslage reagieren.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7926
"text228.27","Bei Personen, die ihr Aufenthaltsrecht ausschließlich aus Artikel 10 der Verordnung (EU) 492/2011 ableiten, ist davon auszugehen, dass dies nur eine geringe Personenzahl betrifft, sodass aufgrund der Regelung nur mit geringen Minderausgaben zu rechnen ist.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7927
"text228.28","Sänke die Zahl der Leistungsberechtigten durch die Regelung im SGB II um 1.000, würde dies zu 7,5 Millionen Euro jährlichen Minderausgaben führen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7928
"text228.29","Hiervon entfielen 3/4 auf den Bund und 1/4 Millionen Euro auf die Kommunen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7929
"text228.31","Erfüllungsaufwand E.1 Erfüllungsaufwand für Bürgerinnen und Bürger Die im Gesetzentwurf vorgesehenen Änderungen führen zu keinem Erfüllungsaufwand für Bürgerinnen und Bürger, da keine neuen Informationspflichten eingeführt werden und keine bestehenden Informationspflichten vereinfacht oder abgeschafft werden.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7931
"text228.32","E.2 Erfüllungsaufwand für die Wirtschaft Für die Wirtschaft entsteht kein Erfüllungsaufwand, da keine neuen Informationspflichten eingeführt und keine bestehenden Informationspflichten vereinfacht oder abgeschafft werden, die Unternehmen betreffen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7932
"text228.33","E.3 Erfüllungsaufwand der Verwaltung Der Erfüllungsaufwand der Träger der Grundsicherung für Arbeitsuchende steigt in geringem, nicht quantifizierbarem Umfang.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7933
"text228.34","Durch die Datenübermittlung an die Familienkasse der Bundesagentur für Arbeit kann ein nicht quantifizierbarer erhöhter Erfüllungsaufwand der Verwaltung entstehen.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7934
"text228.35","Der gegebenenfalls entstehende Mehrbedarf soll jeweils in den betroffenen Einzelplänen ausgeglichen werden.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7935
"text228.36","F. Weitere Kosten Keine.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7936
"text228.37","BUNDESREPUBLIK DEUTSCHLAND Berlin, 7.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7937
"text228.38","November 2016 DIE BUNDESKANZLERIN An den Präsidenten des Deutschen Bundestages Herrn Prof. Dr.","text321","1","18/10211","Gesetzentwurf","18",2016-11-07,"Entwurf eines Gesetzes zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch","Entwurf eines Gesetz",7938
