,text,election,code,pos,party_code,country_code,party,country,name,name_english,code_extract,sentiment,country_party_election_sentiment,country_party_election_code,party_agg
3623,"Kapitalismus bedeutet Wachstum um jeden Preis, auf Kosten von Mensch und Natur.",2017,416.2,2553,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3624,"DIE LINKE streitet dafür, dass der dringend notwendige ökologische Umbau der Gesellschaft nicht länger durch die Profitinteressen von Konzernen blockiert wird.",2017,416.2,2554,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3625,"Wir wollen eine sozial-ökologische Wende, von der alle Menschen durch bezahlbare Energie, erschwingliche Mobilität, gesunde Nahrungsmittel und mehr Lebensqualität profitieren.",2017,416.2,2555,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3626,Unsere Forderungen knüpfen an gesellschaftliche Debatten und Bewegungen an.,2017,416.2,2556,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3627,"Viele Menschen machen sich Gedanken darüber, wie ihre Nahrungsmittel produziert werden oder wie sie mobil sein wollen und können.",2017,416.2,2557,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3628,und Umweltstandards durch die Freihandelsabkommen TTIP und CETA hat in den letzten Jahren hunderttausende Menschen auf die Straßen gebracht.,2017,501,2559,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3629,Gegen den Braunkohleabbau in Deutschland haben Aktivistinnen und Aktivisten mit spektakulären Aktionen protestiert.,2017,416.2,2560,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3630,"Angesichts der Klimakrise organisieren sich Menschen weltweit, auch beim UN-Klimagipfel im November in Bonn wird es internationale- Proteste geben, um Druck für schnelles Handeln zu machen (Gerade jetzt, wo in den USA ein Präsident im Amt ist, der den Klimawandel leugnet, während Menschen im globalen Süden vor den Folgen von Klimakatastrophen flüchten, müssen wir dringend handeln).",2017,416.2,2561,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3631,"DIE LINKE kämpft für den Einstieg in einen sozial gerechten und demokratisch durch die Menschen gestalteten ökologischen Umbau: hin zu erneuerbaren Energien, Energieeffizienz, ökologischer Mobilität, Klimaschutz und gerechten Übergängen zu einem nachhaltigen Wirtschaften.",2017,416.2,2562,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3632,"Um den ökologischen Umbau unserer Energieversorgung, der Mobilität, der Nahrungsmittelproduktion und der gesamten Wirtschaft zu ermöglichen, braucht es eine Politik, die zugleich sozial gerecht, ökologisch und radikal demokratisch ist.",2017,416.2,2563,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3633,und an ambitionierten Klimaschutzzielen ausgerichtet werden.,2017,416.2,2576,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3634,"Wenn der Kohleausstieg beschleunigt wird und eine dezentrale Energieversorgung sowie ein Ausbau der Speichersysteme voran gebracht werden, ist auch ein deutlich geringerer Netzausbau erforderlich als er jetzt – getrieben von den Profitinteressen der Übertragungsnetz- und Kohlekraftwerksbetreiber – geplant ist.",2017,416.2,2577,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3635,"Das Erneuerbare-Energien-Gesetz (EEG) in seinen zentralen Säulen – vorrangige Einspeisung von Ökostrom, garantierte kostenorientierte Vergütungssätze – ist von der Bundesregierung durch ein System vom Marktprämien und Ausschreibungen zu groBen Teilen zerstört worden.",2017,416.2,2578,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3636,So wird seit 2017 die Förderhöhe für Ökostrom über Ausschreibungen ermittelt.,2017,416.2,2579,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3637,"Wir wollen eine strukturelle Reform des EEG mit sozialen Komponenten und wollen den Ökostromanteil auf 43 Prozent bis zum Jahr 2020, 70 Prozent bis 2030 und auf 100 Prozent bis 2040 erhöhen.",2017,416.2,2581,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3638,DIE LINKE unterstützt eine regional ausgerichtete und in der Bevölkerung verankerte Energiewende:,2017,416.2,2582,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3639,In kommunalen Stadtwerken unter direkter demokratischer Mitgestaltung der Bevölkerung können ökologische Energiegewinnung und bezahlbare Energiepreise am besten erreicht werden.,2017,416.2,2586,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3640,"Den Einsatz von Blockheizkraftwerken (BHKW) und anderen Formen der Kraft-Wärme-Kopplung (KWK) als hocheffiziente Brückentechnologie wollen wir besser fördern, um ihren Anteil bis 2020 auf 25 Prozent an der Bruttostromerzeugung zu erhöhen.",2017,416.2,2588,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3641,DIE LINKE unterstützt Mieterstromkonzepte einer hauseigenen Stromversorgung durch BHKWs im Keller oder Photovoltaik-Anlagen (PV) auf dem Dach.,2017,416.2,2589,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3642,"Für den durchschnittlichen Verbrauch von elektrischem Strom, Wasser und Heizenergie werden preisgünstige Sockeltarife geschaffen.",2017,416.2,2596,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3643,Diese decken einen Teil des durchschnittlichen Verbrauchs ab.,2017,416.2,2597,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3644,"Was über den durchschnittlichen Verbrauch hinausgeht, wird teurer.",2017,416.2,2598,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3645,Damit werden Anreize zum Stromsparen geschaffen.,2017,416.2,2599,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3646,"Darin sehen wir ein Instrument, mit elektrischem Strom, Heizenergie und Wasser sparsamer umzugehen.",2017,416.2,2600,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3647,Wohngeld soll auf der Basis der Bruttowarmmiete gezahlt und um eine Komponente für Stromkosten erweitert werden.,2017,416.2,2611,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3648,"Die Heiz-, Warmwasser- und Strom kostenkomponente soll im Wohngeld zu einer Energiekostenkomponente (»Klimawohngeld«) zusammengeführt werden.",2017,416.2,2612,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3649,"Das Klimawohngeld ist so auszugestalten, dass Energiearmut bei umsichtigem Verbrauch sicher verhindert wird.",2017,416.2,2613,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3650,"Um den Altbaubestand bis 2050 nahezu vollständig energetisch zu sanieren, muss sich die Sanierungsrate von derzeit 1,1 Prozent auf zwei Prozent im Jahr verdoppeln.",2017,416.2,2616,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3651,Dazu soll ein verbindlicher Plan erstellt und die Förderprogramme für energetische Gebäudesanierung deutlich und dauerhaft erhöht werden.,2017,416.2,2617,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3652,"Bei der Wärmedämmung werden vorrangig die Maßnahmen gefördert, bei denen umweltfreundliche Dämmstoffe verwendet werden.",2017,416.2,2618,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3653,"Die im vergangenen Jahr ausgelaufene Öko-Abwrackprämie für Kühlschränke wird erneut aufgelegt und erweitert: Jeder Privathaushalt soll bei der Neuanschaffung eines Kühlschranks, einer Wasch- oder Spülmaschine der Energieeffizienzklasse A+++ einen Zuschuss von 200 Euro erhalten.",2017,416.2,2619,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3654,Aus Gründen des Ressourcen- und Umweltschutzes müssen die zu ersetzenden Elektrogeräte mindestens zehn Jahre alt sein.,2017,416.2,2620,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3655,Das Neugerät gehört maximal der gleichen Geräteklasse (Größe) wie das Altgerät an.,2017,416.2,2621,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3656,Der verpflichtende Anteil erneuerbarer Energien an der Wärmeversorgung für Neubauten muss schrittweise gesteigert und bei grundlegenden Sanierungen auch auf den Gebäudebestand ausgeweitet werden.,2017,416.2,2623,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3657,"Am preiswertesten und umweltfreundlichsten ist immer noch die Kilowattstunde, die erst gar nicht bereitgestellt werden muss.",2017,416.2,2625,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3658,"Es dürfen nur langlebige, reparaturfreundliche, material- und energiesparende Produkte hergestellt werden.",2017,416.2,2627,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3659,"die nicht allein durch Profitlogik getrieben, sondern zu allererst an den Bedürfnissen der Menschen und der Schonung von Ressourcen orientiert ist.",2017,416.2,2630,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3660,Ein zukunftsfähiges Energiesystem bedeutet den Ausstieg aus Energieerzeugung durch Uran und Kohle.,2017,501,2632,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3661,"Fracking ist keine Alternative, sondern eine unbeherrschbare und teure Risikotechnik, die zu Grundwasserverschmutzung und Erdbeben führen kann.",2017,501,2633,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3662,Mit ihrem Frac king-Erl a u bn isgesetz vom Juni 2016 haben CDU/CSU und SPD trotzdem Fracking im Sandgestein (sogenannten Tight Gas-Reservoirs) zugelassen.,2017,501,2634,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3663,Profiteure zur Kasse: die Energiekonzerne wollen sich um ihre finanzielle Verantwortung für die Kosten der Atommüllentsorgung drücken und diese auf die Gesellschaft abwälzen.,2017,501,2637,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3664,"Raus aus der Kohle,",2017,501,2641,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3665,Der EU-Emissionshandel hat hier versagt.,2017,416.2,2643,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3666,"Drei Milliarden überschüssige CO2-Zertifikate haben das Emissionshandelssystem untergraben, sie müssen stillgelegt werden.",2017,416.2,2644,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3667,"Bis der notwendige Ausstieg aus der Kohle erreicht ist, müssen die gravierenden Folgen des Abbaus von Braunkohle begrenzt werden.",2017,501,2651,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3668,DIE LINKE tritt für eine Reform des Bundesberggesetzes ein.,2017,416.2,2652,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3669,Bisher haben Konzerninteressen und Rohstoffgewinnung dort Vorrang vor den Interessen der Umwelt und der Bevölkerung.,2017,416.2,2653,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3670,Stattdessen müssen umfassende statt eingeschränkte Planfeststellungsverfahren eingeführt werden.,2017,416.2,2654,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3671,"Sie sollen ermöglichen, dass in den Abwägungen und Plan ungsermessen neben der Umweltverträglichkeit auch die Erforderlichkeit der Vorhaben geprüft.",2017,416.2,2655,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3672,Wir setzen uns für einen gesamteuropäischen Plan zur Stilllegung von Atomkraftwerken ein.,2017,501,2658,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3673,Den Im- und Export von Uranbrennstoffen zum Betrieb von Atomkraftwerken und Atommüll wollen wir verbieten.,2017,501,2659,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3674,Die Fertigung von Uranbrennstoff in den vom Atomausstieg bislang ausgenommenen Anlagen in Gronau und Lingen muss beendet werden.,2017,501,2660,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3675,Keine Lagerung im »Endlager« Schacht Konrad in Salzgitter.,2017,501,2662,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3676,Gorleben muss als ungeeigneter und politisch verbrannter Standort aufgegeben werden.,2017,501,2663,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3677,Dabei muss ein HöchstmaB an Strahlenschutz und Sicherheit gelten,2017,416.2,2668,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3678,Die langwierige Suche nach einem Atommüll-Endlager erfordert eine längere Zwischenlagerung hochradioaktiver Abfälle.,2017,501,2671,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3679,Den dadurch wachsenden Risiken müssen wir mit verbesserten Sicherheitskonzepten der Zwischenlagerung begegnen.,2017,501,2672,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3680,Wir setzen uns für den Atomausstieg in Europa und überall auf der Welt ein.,2017,501,2674,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3681,"Die herrschenden Verkehrsverhältnisse sind ungerecht: Viele Milliarden Euro werden in umweltschädlichen StraBen- und Flugverkehr investiert, aber vielerorts fehlt das Geld für gute Alternativen wie Busse, Bahnen, FuB- und Radwege.",2017,501,2679,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3682,Nicht zuletzt ist der stetig wachsende Verkehr eine Hauptursache für Klimawandel.,2017,501,2684,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3683,Von Umweltverbänden gibt es Unterstützung und die Klimaschutzvereinbarungen machen eine sozial-ökologische Verkehrswende zwingend.,2017,416.2,2687,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3684,DIE LINKE lehnt den Bundesverkehrswegeplan 2030 in seiner derzeitigen Form ab.,2017,416.2,2688,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3685,"Stattdessen wollen wir einen Verkehrswegeplan, mit dem die sozial-ökologische Mobilitätswende vollzogen wird und bei dem der schienengebundene Personen- und Güterverkehr im Mittelpunkt steht.",2017,416.2,2689,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3686,"Statt neue Autobahnen zu bauen, wollen wir den Ausbau des ÖPNV sowie des Rad- und Fußverkehrs in den Kommunen und Regionen finanzieren.",2017,416.2,2690,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3687,Die geplante Infrastruktur-GmbH lehnen wir ab.,2017,416.2,2693,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3688,"Die staatliche Subvention von Dieseltreibstoff, Flugbenzin und »Biokraftstoff« wollen wir abschaffen.",2017,416.2,2702,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3689,Dabei geht es um eine Summe von über 15 Milliarden Euro jährlich.,2017,416.2,2703,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3690,und der Umwelt profitieren.,2017,501,2707,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3691,Die Pendlerpauschale wollen wir in eine sozial gerechte Mobilitätszulage umwandeln und zusätzlich einen Anreiz zum Benutzen des Umweltverbunds bieten.,2017,501,2708,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3692,Die hier frei werdenden Mittel der Pendlerpauschale werden in den Ausbau des Öffentlichen Personennahverkehrs investiert.,2017,416.2,2709,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3693,Die Verkleinerung bzw. der Rückbau von Straßen bei Unterschreitung von Mindestnutzungsfrequenzen muss Praxis werden.,2017,501,2717,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3694,Fuß und Fahrrad vor!,2017,501,2739,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3695,"Wir wollen Radfahren und Zufußgehen im Alltag attraktiver und sicherer machen: Mehr Platz auf den Straßen, mehr sichere und intakte Rad- und Fußwege und mehr Fahrradabstellanlagen sind nötig.",2017,501,2740,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3696,In den Städten und Ballungsgebieten müssen Radschnellwege mit grüner Welle geschaffen werden.,2017,501,2741,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3697,Güterverkehr muss auch unter 300 km wieder auf die Bahn.,2017,501,2754,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3698,Daher setzen wir uns für ein bundesweites Investitionsprogramm zur zügigen Elektrifizierung der bisher nur von Diese lfa h rzeugen genutzten Bahnstrecken ein.,2017,416.2,2756,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3699,Die weitaus beste und sinnvollste Form von Elektromobilität ist und bleibt der Schienenverkehr.,2017,416.2,2757,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3700,und ökologisch möglich ist.,2017,501,2759,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3701,"Und auch den Fehmarnbelt-Tunnel lehnen wir ab, weil es ökologische Alternativen gibt.",2017,416.2,2764,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3702,"Die internationalen Konzerne sorgen dafür, dass immer mehr Transportkilometer in den Produkten stecken, weil die profitabelsten Bedingungen in allen Ecken Europas und der Welt genutzt werden.",2017,416.2,2766,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3703,"Der Preis dafür ist hoch: Unfälle, Lärm, Abgase, Klimawandel und Umweltzerstörung.",2017,416.2,2767,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3704,Wir wollen die Innenstädte vom Lieferverkehr entlasten.,2017,416.2,2777,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3705,"Die Anschaffung von E-Lastenfahrrädern soll ebenso gefördert werden wie Kombibusse, die auch Pakete transportieren.",2017,416.2,2778,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3706,Staatliche Hilfen für die Schifffahrt müssen an soziale und ökologische Kriterien geknüpft werden.,2017,416.2,2779,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3707,Billigflaggen für deutsche Reedereien wollen wir verbieten.,2017,416.2,2780,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3708,In die Hoheitsgewässer der EU sollen nur noch mit Diesel oder umweltfreundlicheren Antriebsarten betriebene Fracht- und Kreuzfahrtschiffe einfahren dürfen.,2017,416.2,2782,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3709,Die Verwendung von stark umweltschädlichem Schweröl würde damit eingeschränkt.,2017,416.2,2783,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3710,Wir wollen den innerdeutschen und innereuropäischen Flugverkehr so weit wie möglich auf die Schiene verlagern.,2017,501,2788,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3711,Öffentliche Zuschüsse für Flughäfen sollen gestrichen werden.,2017,501,2789,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3712,"DIE LINKE will Umgebungslärm, Straßen-, Schienen- und Flugverkehrslärm mit einem verbindlichen Lärmschutzgesetz regeln und verringern.",2017,501,2795,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3713,Die Mittel für den Lärmschutz müssen aufgestockt werden.,2017,501,2796,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3714,Lärm macht krank!,2017,501,2797,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3715,Der CO2-Grenzwert für Neuwagen in Europa soll ab 2025 deutlich unter 60 Gramm betragen.,2017,501,2798,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3716,"Wir unterstützen den Vorschlag des Bundesrates, ab 2030 nur noch Pkw mit Null CO2-Emission zuzulassen.",2017,501,2799,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3717,"Für die Überwachung der Abgasnormen wollen wir eine neue, unabhängige und schlagkräftige Behörde beim Umweltbundesamt ansiedeln.",2017,501,2800,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3718,Die Kaufprämie für Elektroautos lehnen wir ab.,2017,501,2801,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3719,Stattdessen wollen wir Elektromobilität im öffentlichen Verkehr fördern.,2017,416.2,2802,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3720,"Zuschüsse für E-Autos sind darüber hinaus sinnvoll für Fahrzeuge, die viel unterwegs sein müssen – z.B. jene von Handwerkern, sozialen Diensten, Taxen.",2017,416.2,2803,41223_201709,41,41223,Germany,Die Linke,The Left,416,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_416,PDS/Die Linke
3721,und gleichzeitig Natur und Tiere zu schützen.,2017,501,2809,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
3722,Wir wollen eine ökologisch verträgliche Lebensweise für alle Menschen ermöglichen,2017,501,2810,41223_201709,41,41223,Germany,Die Linke,The Left,501,left,Germany_Die Linke_2017_left,Germany_Die Linke_2017_501,PDS/Die Linke
