,text,election,code,pos,party_code,country_code,party,country,name,name_english,code_extract,sentiment,country_party_election_sentiment,party_agg
2393,Parallel zu einem gesetzlichen Mindestlohn werden wir darum eine „Solidarrente” einführen.,2013,504,2057,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2394,"Sie sorgt dafür, dass für langjährig Versicherte (30 Beitragsjahre / 40 Versicherungsjahre) die Rente nicht unter 850 Euro liegt.",2013,504,2058,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2395,"Wer diese Solidarrente in Höhe von mindestens 850 Euro durch die Höherwertung der Zeiten der Arbeitslosigkeit und der Beschäftigungszeiten im Niedriglohnsektor innerhalb der gesetzlichen Rentenversicherung nicht erreicht, erhält diesen Betrag innerhalb einer zweiten Säule der Grundsicherung, bei der eine Bedürftigkeitsprüfung erfolgt.",2013,504,2059,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2396,"Zur Solidarrente zählt auch, familienbedingte Erwerbsverläufe in der Alterssicherung besser abzubilden.",2013,504,2060,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2397,"Wir wollen in angemessenem Umfang Berücksichtigungszeiten auch auf Eltern ausdehnen, deren Kinder vor 1992 geboren wurden, und so gezielt Rentenansprüche für Eltern verbessern, die wegen fehlender Betreuungsinfrastruktur nicht Vollzeit arbeiten konnten.",2013,504,2061,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2398,Die Kosten der Solidarrente finanzieren wir aus Steuermitteln.,2013,504,2062,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2399,"Die Finanzierung des abschlagsfreien Rentenzugangs nach 45 Versicherungsjahren, der verbesserten Erwerbsminderungsrente und der Stabilisierung des Rentenniveaus werden wir durch einen höheren Rentenversicherungsbeitrag und den Aufbau einer höheren Nachhaltigkeitsreserve sicherstellen.",2013,504,2063,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2400,Die Einbeziehung der Selbstständigen ohne obligatorische Altersversorgung in die gesetzliche Rentenversicherung reduziert ihr Armutsrisiko im Alter.,2013,504,2064,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2401,"Dies ist der erste Schritt auf dem Weg zu unserem Ziel, die gesetzliche Rentenversicherung zur Erwerbstätigenversicherung auszubauen.",2013,504,2065,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2402,So nehmen auch die jetzigen Rentnerinnen und Rentner in Ostdeutschland an der Angleichung teil.,2013,504,2073,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2403,"Wir werden als ersten Schritt alle pauschal bewerteten Versicherungszeiten (Kindererziehungszeiten, Versicherungszeiten für pflegende Angehörige, Zeiten des Wehr- und Zivildienstes sowie Zeiten für die Beschäftigung in Behindertenwerkstätten) einheitlich mit dem aktuellen Rentenwert West berechnen.",2013,504,2074,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2404,Mit der Angleichung der Rentenwerte wird der Aufwertungsfaktor für Löhne in Ostdeutschland abgeschafft.,2013,504,2075,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2405,"Für Menschen, die im Rentenrecht nicht lösbare Ungerechtigkeiten bei der Überleitung der Alterssicherung der DDR in das bundesdeutsche Recht erfahren haben, müssen die Probleme in einem Rentenüberleitungsabschlussgesetz abschließend geklärt und beseitigt werden.",2013,504,2076,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2406,Für Härtefälle soll ein steuerfinanzierter Fonds eingerichtet werden.,2013,504,2077,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2407,"Damit darf aber die Hilfe für Menschen mit Behinderung nicht länger im nachrangigen Fürsorgesystem der sozialen Sicherung verbleiben, das bislang allein von den Kommunen getragen wird.",2013,504,2101,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2408,"Ziel der Reform ist ein flexibles und passgenaues Unterstützungssystem: für Teilhabe, Gleichstellung und Selbstbestimmung behinderter Menschen.",2013,504,2102,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2409,"Wir wollen, dass die Leistungen zur Teilhabe den Menschen folgen und nicht umgekehrt.",2013,504,2103,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2410,Die mit dem SGB IX begonnene Vereinheitlichung des Rechts für Menschen mit Behinderung wollen wir fortsetzen.,2013,504,2104,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2411,Inklusion ist ein uneinschränkbares Ziel aller Sozialgesetzbücher und Hilfeeinrichtungen – unabhängig von Art und Ausprägung einer Behinderung und der Höhe des Unterstützungsbedarfs.,2013,504,2105,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2412,Wir wollen ein für alle Sicherungssysteme und Leistungsträger einheitliches Bedarfsermittlungssystem schaffen.,2013,504,2106,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2413,Damit sollen individuelle Beeinträchtigungen von Menschen erkennbar und tatsächliche Hilfebedarfe ermittelt werden.,2013,504,2107,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2414,Problematische Schnittstellen zwischen Trägern von Sozialleistungen müssen zugunsten einheitlicher Verfahren abgebaut werden.,2013,504,2108,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2415,"Der Anspruch auf Hilfe zur Inklusion wird nicht mehr als Fürsorgeanspruch, sondern als Anspruch zum Ausgleich von Nachteilen ausgestaltet.",2013,504,2109,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2416,Finanzielle Leistungen müssen unabhängig von Einkommen und Vermögen sein.,2013,504,2110,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2417,Das persönliche Budget ist eine geeignete Leistungsform für selbstbestimmte Teilhabe.,2013,504,2111,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2418,"Wir werden deshalb unter Einbeziehung der Bund-Länder-Finanzbeziehungen ein Bundesleistungsgesetz schaffen, das der Umsetzung der UN-Behindertenrechtskonvention dient und die Eingliederungshilfe in ihrer bisherigen Form ablöst.",2013,504,2112,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2419,Damit müssen wir auch eine dringend notwendige Teilentlastung der Kommunen von den Kosten der Eingliederungshilfe erreichen.,2013,504,2113,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2420,Berechtigte und Leistungsträger müssen gemeinsam an einem individuellen und bedarfsgerechten Teilhabeplan arbeiten.,2013,504,2116,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2421,Die im SGB IX vorgesehenen Servicestellen sind dafür die koordinierenden Beratungsstellen.,2013,504,2117,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2422,"Dort gilt es, für ausreichend gute und bezahlbare Wohnungen zu sorgen",2013,504,2188,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2423,Das „Aktionsprogramm für eine solidarische Stadt und bezahlbares Wohnen” soll dafür wichtiger Impulsgeber sein.,2013,504,2193,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2424,Die Wohnung und das Wohnumfeld sind eine wichtige Voraussetzung für ein erfülltes und selbstbestimmtes Leben.,2013,504,2195,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2425,"Deswegen muss es uns alarmieren, wenn Wohnraum in immer mehr Städten knapp und für untere und mittlere Einkommensgruppen unerschwinglich wird.",2013,504,2196,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2426,"Wenn Familien, Studierende, Rentnerinnen und Rentner in den Innenstädten keine bezahlbaren Wohnungen mehr finden und aus ihren Wohnungen verdrängt werden, dann droht die soziale Spaltung der Städte.",2013,504,2197,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2427,"Eine sozialdemokratisch geführte Bundesregierung wird in der nächsten Legislaturperiode ein „Aktionsprogramm für eine solidarische Stadt und bezahlbares  Wohnen” initiieren – in einem Bündnis mit den Ländern, Kommunen, den Mieter und Sozialverbänden, der Bau- und Wohnungswirtschaft und den Gewerkschaften.",2013,504,2199,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2428,Unser Ziel ist zukunftsgerechter und zugleich bezahlbarer Wohnraum,2013,504,2200,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2429,n  die Kompensationszahlungen an die Länder für die soziale Wohnraumförderung bis 2019 verstetigen.,2013,504,2218,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2430,Die Länder sollen die Mittel zweckgebunden für Wohnungsneubau und -modernisierung einsetzen.,2013,504,2219,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2431,n  den Heizkostenzuschuss beim Wohngeld wieder einführen,2013,504,2222,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2432,und das Wohngeld als zielgenaues Instrument der sozialen Sicherung stärken.,2013,504,2223,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2433,"Auf regionaler Ebene ist es möglich, Konzepte zur Sicherung der Daseinsvorsorge",2013,504,2238,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2434,sowie für kommunale Basisdienste,2013,504,2264,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2435,"Dies gilt umso mehr, wenn Menschen in existenziellen Fragen – wie der Vorsorge fürs Alter, für Gesundheit und Pflege – zunehmend auf Leistungen angewiesen sind, die nicht mehr vom Staat bereitgestellt, sondern auf dem freien Markt angeboten werden.",2013,505,2354,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_2013_right,SPD
2436,Die für das Miteinander der Generationen so wichtigen Mehrgenerationenhäuser werden wir durch eine bessere finanzielle Ausstattung der Kommunen weiter fördern.,2013,504,2479,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2437,"und ein Attraktivitätsprogramm, das eine bessere Vereinbarkeit von Familie und Beruf mitsich bringt.",2013,504,2810,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2438,und die Stärkung der sozialen Sicherheit und des Dialogs zwischen den Sozialpartnern.,2013,504,2864,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2439,der Hilfen beim Auf- und Ausbau sozialer Sicherungssysteme im Sinne eines Basisschutzes nach dem Konzept des Social Protection Floors der UN und der ILO,2013,504,2909,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2440,Gesundheitsversorgung und Ernährung.,2013,504,2912,41320_201309,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_2013_left,SPD
2441,und Kinderbetreuung durchgesetzt.,2013,504,17,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2442,Unsere sozialen Sicherungssysteme stehen wieder auf festen Beinen.,2013,504,35,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2443,"Darum haben wir mit der Erhöhung des Kindergeldes und des Kinderfreibetrages die Familien in unserem Land um jährlich 4,6 Milliarden Euro entlastet.",2013,504,234,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2444,o Diese Verantwortung ist vorrangig im Verhältnis zu dem Anspruch eines Ehegatten auf soziale Mindestabsicherung gegen Staat und Solidargemeinschaft.,2013,505,285,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2445,o Das Ehegattensplitting ist damit Ausdruck sowohl sozialrechtlicher Subsidiarität als auch des Vorrangs privater Verantwortung vor staatlicher Umverteilung.,2013,505,286,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2446,-   Durch die Heraufsetzung der Freibeträge für Kapitalerträge aus Zinsen und Dividenden möchten wir den privaten Haushalten einen Anreiz zur Altersvorsorge bieten.,2013,505,300,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2447,"und mit dem Landärztegesetz einen wichtigen Schritt unternommen, um eine gute und flächendeckende ärztliche Versorgung auch künftig sicherzustellen.",2013,504,626,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2448,"-   Daneben wollen wir die ambulanten Pflegedienste stärken, um so die Versorgung gerade älterer Menschen flächendeckend zu gewährleisten.",2013,504,647,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2449,Für diese Menschen wollen wir unsere sozialen Sicherungssysteme weiter ertüchtigen und zukunftsfest machen,2013,504,758,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2450,"das Deutschlandstipendium eingeführt,",2013,504,765,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2451,und das BAföG sowie das Meister-BAföG verbessert.,2013,504,767,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2452,"-   Wir wollen das Deutschlandstipendium ausbauen, für Promotionsstudierende öffnen und die Zahl der Stipendien deutlich erhöhen.",2013,504,885,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2453,"-    Gleichzeitig wollen wir beim Betrag der staatlichen Stipendien die Inflation berücksichtigen,",2013,504,887,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2454,"-   Auch deshalb kommt für uns ein Umbau der beitragsfinanzierten Sozialsysteme zu einem politischen Umverteilungsmechanismus, wie die Einheitsrente oder die Bürgerversicherung, die eine Bürgerzwangsversicherung ist, nicht in Frage.",2013,505,936,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2455,"-   Gleichzeitig müssen wir sicher stellen, dass jeder die Perspektive hat, durch eigene Anstrengung ohne Sozialleistung auskommen zu können.",2013,505,975,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2456,"-    Eine Betrachtung von Stundenlöhnen genügt hier nicht, denn der Großteil der Menschen, die zusätzlich zu ihrem Arbeitseinkommen Arbeitslosengeld II beziehen, arbeitet nur Teilzeit oder hat eine größere Familie zu versorgen.",2013,505,976,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2457,-   Das Liberale Bürgergeld ist und bleibt dafür die richtige Idee.,2013,505,977,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2458,-   Es motiviert die Menschen beispielsweise zur Ausdehnung der Arbeitszeit.,2013,505,978,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2459,-   Selbst erwirtschaftetes Einkommen bedeutet stets ein spürbar größeres verfügbares Gesamteinkommen.,2013,505,979,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2460,-   Daran müssen sich die Zuverdienstmöglichkeiten des Arbeitslosengeldes II (ALG II) orientieren.,2013,505,980,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2461,"Chancen schaffen wir, indem wir die Sozialsysteme weiter verlässlich machen und den tatsächlichen Bedürfnissen der Menschen anpassen.",2013,504,1044,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2462,"Wir haben konsequent alle Versuche abgewehrt, die Sozialsysteme zu einem politischen Umverteilungsinstrument zu machen.",2013,505,1050,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2463,Darüber hinaus haben wir die private Altersvorsorge gestärkt und wollen diesen Weg fortsetzen.,2013,505,1051,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2464,Riester-Produkte sind dank der Liberalen transparenter und attraktiver geworden.,2013,505,1052,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2465,Bei der Basisversorgung im Alter haben wir die Förderhöchstgrenze angehoben.,2013,505,1053,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2466,Wir haben die private Absicherung von Erwerbs-und Berufsunfähigkeit gestärkt,2013,505,1054,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2467,und für erhebliche Erleichterungen beim Sparen mit Wohneigentum („Eigenheimrente“) gesorgt.,2013,505,1055,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2468,"Damit entlasten wir die Menschen, geben ihnen Sicherheit und helfen jenen, die sich anstrengen, sich allen Einschränkungen und Erschwernissen zum Trotz selbst zu entfalten.",2013,505,1057,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2469,"Damit das so bleibt, wollen wir unsere sozialen Sicherungssysteme weiter ertüchtigen und zukunftsfest machen.",2013,504,1058,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2470,"-   Freibeträge und Anrechnungssätze beim Arbeitslosengeld II sollen zukünftig so gestaltet sein, dass vollzeitnahe Tätigkeiten besonders attraktiv sind.",2013,505,1082,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2471,"-   Denn in diesen Arbeitszeit-und Einkommensbereichen anzukommen, ist nachweislich die bessere Chance, Bedürftigkeit ein für alle Mal hinter sich zu lassen.",2013,505,1083,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2472,"-   Fairerweise bleibt es dabei, dass bei Ablehnung einer zumutbaren angebotenen Arbeit das Arbeitslosengeld II gekürzt werden kann.",2013,505,1084,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2473,o Gleichzeitig wollen wir Barrieren für Arbeit im Alter beseitigen und Zuverdienstgrenzen neben dem Rentenbezug komplett aufheben.,2013,505,1088,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2474,"-   Leistungen, die die Nachteile der Behinderung ausgleichen (Nachteilsausgleich), sollen einkommensunabhängig gewährt werden.",2013,504,1094,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,504,left,Germany_Freie Demokratische Partei_2013_left,FDP
2475,"-    Leistungen zum Lebensunterhalt hingegen werden, wie bei jedem anderen Leistungsempfänger auch, nach Bedürftigkeit gezahlt.",2013,505,1095,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2476,"-   Wir wollen die Alterssicherung in der gesetzlichen Rentenversicherung zukunftsfest machen und sie zu einem stärkeren Maße durch private und betriebliche Vorsorge, mit einem Nebeneinander der gesetzlichen Rentenversicherung, Betriebsrenten und privater Vorsorge, ergänzen.",2013,505,1101,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2477,"-    Wir brauchen eine Mischung aus umlagefinanzierter und kapitalgedeckter Vorsorge, um unterschiedliche Risiken und Sicherheiten auszugleichen.",2013,505,1102,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2478,"-    Wir lehnen daher mit Blick auf die Generationengerechtigkeit eine Rücknahme der vergangenen Rentenreformen ab, die auf eine Absenkung des gesetzlichen Rentenniveaus, eine Stabilisierung der Beiträge und den Ausbau privater Vorsorge ausgerichtet waren.",2013,505,1103,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2479,"-   Eine Einheitsversicherung, zum Beispiel durch die Einbeziehung der berufsständischen Versorgungswerke, lehnen wir ab.",2013,505,1104,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2480,"-   Wir wollen private Vorsorge für jeden, auch Geringverdiener, attraktiv machen.",2013,505,1106,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2481,-   Daher dürfen Einkommen aus privater und betrieblicher Vorsorge nur teilweise auf die Grundsicherung im Alter angerechnet werden.,2013,505,1107,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2482,"-   Dies ist ein wirksamer Beitrag, der Gefahr zukünftiger Altersarmut frühzeitig entgegenzuwirken.",2013,505,1108,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2483,-   Wir wollen außerdem Selbstständigen den Weg zur Riester-Förderung eröffnen.,2013,505,1109,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2484,-   Die von Rot-Grün 2004 eingeführte doppelte Belastung der betrieblichen Altersvorsorge durch Sozialabgaben wollen wir wieder abschaffen.,2013,505,1111,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2485,-   In der Diskussion über die Einführung einer Rentenversicherungspflicht für Selbstständige sprechen wir uns grundsätzlich gegen eine gründungs-und innovationsfeindliche Zwangslösung aus.,2013,505,1113,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
2486,Mit der Förderung privater Pflegevorsorge,2013,505,1139,41420_201309,41,41420,Germany,Freie Demokratische Partei,Free Democratic Party,505,right,Germany_Freie Demokratische Partei_2013_right,FDP
